Region/Country/Area,,Year,Series,Value
446,"China, Macao SAR",2017,Changes in stocks (petajoules),1
446,"China, Macao SAR",2018,Changes in stocks (petajoules),0
446,"China, Macao SAR",1995,Total supply (petajoules),18
446,"China, Macao SAR",2000,Total supply (petajoules),24
446,"China, Macao SAR",2005,Total supply (petajoules),29
446,"China, Macao SAR",2010,Total supply (petajoules),32
446,"China, Macao SAR",2015,Total supply (petajoules),45
446,"China, Macao SAR",2016,Total supply (petajoules),46
446,"China, Macao SAR",2017,Total supply (petajoules),48
446,"China, Macao SAR",2018,Total supply (petajoules),42
446,"China, Macao SAR",1995,Supply per capita (gigajoules),45
446,"China, Macao SAR",2000,Supply per capita (gigajoules),55
446,"China, Macao SAR",2005,Supply per capita (gigajoules),61
446,"China, Macao SAR",2010,Supply per capita (gigajoules),60
446,"China, Macao SAR",2015,Supply per capita (gigajoules),74
446,"China, Macao SAR",2016,Supply per capita (gigajoules),74
446,"China, Macao SAR",2017,Supply per capita (gigajoules),78
446,"China, Macao SAR",2018,Supply per capita (gigajoules),66
170,Colombia,1995,Primary energy production (petajoules),"2,419"
170,Colombia,2000,Primary energy production (petajoules),"3,046"
170,Colombia,2005,Primary energy production (petajoules),"3,335"
170,Colombia,2010,Primary energy production (petajoules),"4,486"
170,Colombia,2015,Primary energy production (petajoules),"5,394"
170,Colombia,2016,Primary energy production (petajoules),"5,235"
170,Colombia,2017,Primary energy production (petajoules),"5,198"
170,Colombia,2018,Primary energy production (petajoules),"5,047"
170,Colombia,1995,Net imports [Imports - Exports - Bunkers] (petajoules),"-1,267"
170,Colombia,2000,Net imports [Imports - Exports - Bunkers] (petajoules),"-1,987"
170,Colombia,2005,Net imports [Imports - Exports - Bunkers] (petajoules),"-2,139"
170,Colombia,2010,Net imports [Imports - Exports - Bunkers] (petajoules),"-3,081"
170,Colombia,2015,Net imports [Imports - Exports - Bunkers] (petajoules),"-3,651"
170,Colombia,2016,Net imports [Imports - Exports - Bunkers] (petajoules),"-3,565"
170,Colombia,2017,Net imports [Imports - Exports - Bunkers] (petajoules),"-4,215"
170,Colombia,2018,Net imports [Imports - Exports - Bunkers] (petajoules),"-3,747"
170,Colombia,1995,Changes in stocks (petajoules),48
170,Colombia,2000,Changes in stocks (petajoules),-43
170,Colombia,2005,Changes in stocks (petajoules),16
170,Colombia,2010,Changes in stocks (petajoules),3
170,Colombia,2015,Changes in stocks (petajoules),41
170,Colombia,2016,Changes in stocks (petajoules),-96
170,Colombia,2017,Changes in stocks (petajoules),-711
170,Colombia,2018,Changes in stocks (petajoules),-330
170,Colombia,1995,Total supply (petajoules),"1,104"
170,Colombia,2000,Total supply (petajoules),"1,103"
170,Colombia,2005,Total supply (petajoules),"1,180"
170,Colombia,2010,Total supply (petajoules),"1,402"
170,Colombia,2015,Total supply (petajoules),"1,701"
170,Colombia,2016,Total supply (petajoules),"1,767"
170,Colombia,2017,Total supply (petajoules),"1,693"
170,Colombia,2018,Total supply (petajoules),"1,630"
170,Colombia,1995,Supply per capita (gigajoules),30
170,Colombia,2000,Supply per capita (gigajoules),28
170,Colombia,2005,Supply per capita (gigajoules),27
170,Colombia,2010,Supply per capita (gigajoules),31
170,Colombia,2015,Supply per capita (gigajoules),36
170,Colombia,2016,Supply per capita (gigajoules),37
170,Colombia,2017,Supply per capita (gigajoules),35
170,Colombia,2018,Supply per capita (gigajoules),33
174,Comoros,1995,Primary energy production (petajoules),2
174,Comoros,2000,Primary energy production (petajoules),2
174,Comoros,2005,Primary energy production (petajoules),2
174,Comoros,2010,Primary energy production (petajoules),2
174,Comoros,2015,Primary energy production (petajoules),4
174,Comoros,2016,Primary energy production (petajoules),4
174,Comoros,2017,Primary energy production (petajoules),4
174,Comoros,2018,Primary energy production (petajoules),4
174,Comoros,1995,Net imports [Imports - Exports - Bunkers] (petajoules),1
174,Comoros,2000,Net imports [Imports - Exports - Bunkers] (petajoules),1
174,Comoros,2005,Net imports [Imports - Exports - Bunkers] (petajoules),2
174,Comoros,2010,Net imports [Imports - Exports - Bunkers] (petajoules),2
174,Comoros,2015,Net imports [Imports - Exports - Bunkers] (petajoules),3
174,Comoros,2016,Net imports [Imports - Exports - Bunkers] (petajoules),3
174,Comoros,2017,Net imports [Imports - Exports - Bunkers] (petajoules),4
174,Comoros,2018,Net imports [Imports - Exports - Bunkers] (petajoules),4
174,Comoros,1995,Total supply (petajoules),3
174,Comoros,2000,Total supply (petajoules),3
174,Comoros,2005,Total supply (petajoules),4
174,Comoros,2010,Total supply (petajoules),5
174,Comoros,2015,Total supply (petajoules),6
174,Comoros,2016,Total supply (petajoules),7
174,Comoros,2017,Total supply (petajoules),8
174,Comoros,2018,Total supply (petajoules),8
174,Comoros,1995,Supply per capita (gigajoules),6
174,Comoros,2000,Supply per capita (gigajoules),6
174,Comoros,2005,Supply per capita (gigajoules),6
174,Comoros,2010,Supply per capita (gigajoules),7
174,Comoros,2015,Supply per capita (gigajoules),8
174,Comoros,2016,Supply per capita (gigajoules),8
174,Comoros,2017,Supply per capita (gigajoules),9
174,Comoros,2018,Supply per capita (gigajoules),10
178,Congo,1995,Primary energy production (petajoules),415
178,Congo,2000,Primary energy production (petajoules),604
178,Congo,2005,Primary energy production (petajoules),563
178,Congo,2010,Primary energy production (petajoules),724
178,Congo,2015,Primary energy production (petajoules),607
178,Congo,2016,Primary energy production (petajoules),602
178,Congo,2017,Primary energy production (petajoules),684
178,Congo,2018,Primary energy production (petajoules),818
178,Congo,1995,Net imports [Imports - Exports - Bunkers] (petajoules),-375
178,Congo,2000,Net imports [Imports - Exports - Bunkers] (petajoules),-569
178,Congo,2005,Net imports [Imports - Exports - Bunkers] (petajoules),-518
178,Congo,2010,Net imports [Imports - Exports - Bunkers] (petajoules),-649
178,Congo,2015,Net imports [Imports - Exports - Bunkers] (petajoules),-490
178,Congo,2016,Net imports [Imports - Exports - Bunkers] (petajoules),-480
178,Congo,2017,Net imports [Imports - Exports - Bunkers] (petajoules),-562
178,Congo,2018,Net imports [Imports - Exports - Bunkers] (petajoules),-658
178,Congo,1995,Changes in stocks (petajoules),0
178,Congo,2005,Changes in stocks (petajoules),0
178,Congo,2010,Changes in stocks (petajoules),6
178,Congo,2015,Changes in stocks (petajoules),0
178,Congo,2016,Changes in stocks (petajoules),0
178,Congo,2018,Changes in stocks (petajoules),36
178,Congo,1995,Total supply (petajoules),40
178,Congo,2000,Total supply (petajoules),35
178,Congo,2005,Total supply (petajoules),45
178,Congo,2010,Total supply (petajoules),70
178,Congo,2015,Total supply (petajoules),117
178,Congo,2016,Total supply (petajoules),122
178,Congo,2017,Total supply (petajoules),122
178,Congo,2018,Total supply (petajoules),124
178,Congo,1995,Supply per capita (gigajoules),15
178,Congo,2000,Supply per capita (gigajoules),11
178,Congo,2005,Supply per capita (gigajoules),13
178,Congo,2010,Supply per capita (gigajoules),16
178,Congo,2015,Supply per capita (gigajoules),24
178,Congo,2016,Supply per capita (gigajoules),24
178,Congo,2017,Supply per capita (gigajoules),24
178,Congo,2018,Supply per capita (gigajoules),24
184,Cook Islands,2015,Primary energy production (petajoules),0
184,Cook Islands,2016,Primary energy production (petajoules),0
184,Cook Islands,2017,Primary energy production (petajoules),0
184,Cook Islands,2018,Primary energy production (petajoules),0
184,Cook Islands,1995,Net imports [Imports - Exports - Bunkers] (petajoules),1
184,Cook Islands,2000,Net imports [Imports - Exports - Bunkers] (petajoules),1
184,Cook Islands,2005,Net imports [Imports - Exports - Bunkers] (petajoules),1
184,Cook Islands,2010,Net imports [Imports - Exports - Bunkers] (petajoules),1
184,Cook Islands,2015,Net imports [Imports - Exports - Bunkers] (petajoules),1
184,Cook Islands,2016,Net imports [Imports - Exports - Bunkers] (petajoules),1
184,Cook Islands,2017,Net imports [Imports - Exports - Bunkers] (petajoules),2
184,Cook Islands,2018,Net imports [Imports - Exports - Bunkers] (petajoules),2
184,Cook Islands,1995,Total supply (petajoules),1
184,Cook Islands,2000,Total supply (petajoules),1
184,Cook Islands,2005,Total supply (petajoules),1
184,Cook Islands,2010,Total supply (petajoules),1
184,Cook Islands,2015,Total supply (petajoules),1
184,Cook Islands,2016,Total supply (petajoules),1
184,Cook Islands,2017,Total supply (petajoules),1
184,Cook Islands,2018,Total supply (petajoules),1
184,Cook Islands,1995,Supply per capita (gigajoules),32
184,Cook Islands,2000,Supply per capita (gigajoules),40
184,Cook Islands,2005,Supply per capita (gigajoules),43
184,Cook Islands,2010,Supply per capita (gigajoules),44
184,Cook Islands,2015,Supply per capita (gigajoules),54
184,Cook Islands,2016,Supply per capita (gigajoules),56
184,Cook Islands,2017,Supply per capita (gigajoules),61
184,Cook Islands,2018,Supply per capita (gigajoules),62
188,Costa Rica,1995,Primary energy production (petajoules),46
188,Costa Rica,2000,Primary energy production (petajoules),67
188,Costa Rica,2005,Primary energy production (petajoules),93
188,Costa Rica,2010,Primary energy production (petajoules),104
188,Costa Rica,2015,Primary energy production (petajoules),110
188,Costa Rica,2016,Primary energy production (petajoules),108
188,Costa Rica,2017,Primary energy production (petajoules),102
188,Costa Rica,2018,Primary energy production (petajoules),96
188,Costa Rica,1995,Net imports [Imports - Exports - Bunkers] (petajoules),65
188,Costa Rica,2000,Net imports [Imports - Exports - Bunkers] (petajoules),70
188,Costa Rica,2005,Net imports [Imports - Exports - Bunkers] (petajoules),85
188,Costa Rica,2010,Net imports [Imports - Exports - Bunkers] (petajoules),99
188,Costa Rica,2015,Net imports [Imports - Exports - Bunkers] (petajoules),98
188,Costa Rica,2016,Net imports [Imports - Exports - Bunkers] (petajoules),105
188,Costa Rica,2017,Net imports [Imports - Exports - Bunkers] (petajoules),113
188,Costa Rica,2018,Net imports [Imports - Exports - Bunkers] (petajoules),106
188,Costa Rica,1995,Changes in stocks (petajoules),0
188,Costa Rica,2000,Changes in stocks (petajoules),-1
188,Costa Rica,2005,Changes in stocks (petajoules),0
188,Costa Rica,2010,Changes in stocks (petajoules),0
188,Costa Rica,2015,Changes in stocks (petajoules),0
188,Costa Rica,2016,Changes in stocks (petajoules),-1
188,Costa Rica,2017,Changes in stocks (petajoules),2
188,Costa Rica,2018,Changes in stocks (petajoules),-3
188,Costa Rica,1995,Total supply (petajoules),110
188,Costa Rica,2000,Total supply (petajoules),137
188,Costa Rica,2005,Total supply (petajoules),177
188,Costa Rica,2010,Total supply (petajoules),203
188,Costa Rica,2015,Total supply (petajoules),207
188,Costa Rica,2016,Total supply (petajoules),213
188,Costa Rica,2017,Total supply (petajoules),212
188,Costa Rica,2018,Total supply (petajoules),205
188,Costa Rica,1995,Supply per capita (gigajoules),32
188,Costa Rica,2000,Supply per capita (gigajoules),35
188,Costa Rica,2005,Supply per capita (gigajoules),41
188,Costa Rica,2010,Supply per capita (gigajoules),44
188,Costa Rica,2015,Supply per capita (gigajoules),43
188,Costa Rica,2016,Supply per capita (gigajoules),44
188,Costa Rica,2017,Supply per capita (gigajoules),43
188,Costa Rica,2018,Supply per capita (gigajoules),41
384,Côte d’Ivoire,1995,Primary energy production (petajoules),178
384,Côte d’Ivoire,2000,Primary energy production (petajoules),242
384,Côte d’Ivoire,2005,Primary energy production (petajoules),451
384,Côte d’Ivoire,2010,Primary energy production (petajoules),467
384,Côte d’Ivoire,2015,Primary energy production (petajoules),526
384,Côte d’Ivoire,2016,Primary energy production (petajoules),456
384,Côte d’Ivoire,2017,Primary energy production (petajoules),438
384,Côte d’Ivoire,2018,Primary energy production (petajoules),415
384,Côte d’Ivoire,1995,Net imports [Imports - Exports - Bunkers] (petajoules),68
384,Côte d’Ivoire,2000,Net imports [Imports - Exports - Bunkers] (petajoules),28
384,Côte d’Ivoire,2005,Net imports [Imports - Exports - Bunkers] (petajoules),-27
384,Côte d’Ivoire,2010,Net imports [Imports - Exports - Bunkers] (petajoules),-40
384,Côte d’Ivoire,2015,Net imports [Imports - Exports - Bunkers] (petajoules),10
384,Côte d’Ivoire,2016,Net imports [Imports - Exports - Bunkers] (petajoules),2
384,Côte d’Ivoire,2017,Net imports [Imports - Exports - Bunkers] (petajoules),20
384,Côte d’Ivoire,2018,Net imports [Imports - Exports - Bunkers] (petajoules),19
384,Côte d’Ivoire,1995,Changes in stocks (petajoules),0
384,Côte d’Ivoire,2000,Changes in stocks (petajoules),-8
384,Côte d’Ivoire,2005,Changes in stocks (petajoules),5
384,Côte d’Ivoire,2010,Changes in stocks (petajoules),3
384,Côte d’Ivoire,2015,Changes in stocks (petajoules),-6
384,Côte d’Ivoire,2016,Changes in stocks (petajoules),0
384,Côte d’Ivoire,2017,Changes in stocks (petajoules),-1
384,Côte d’Ivoire,1995,Total supply (petajoules),245
384,Côte d’Ivoire,2000,Total supply (petajoules),278
384,Côte d’Ivoire,2005,Total supply (petajoules),418
384,Côte d’Ivoire,2010,Total supply (petajoules),425
384,Côte d’Ivoire,2015,Total supply (petajoules),543
384,Côte d’Ivoire,2016,Total supply (petajoules),457
384,Côte d’Ivoire,2017,Total supply (petajoules),458
384,Côte d’Ivoire,2018,Total supply (petajoules),434
384,Côte d’Ivoire,1995,Supply per capita (gigajoules),17
384,Côte d’Ivoire,2000,Supply per capita (gigajoules),17
384,Côte d’Ivoire,2005,Supply per capita (gigajoules),23
384,Côte d’Ivoire,2010,Supply per capita (gigajoules),21
384,Côte d’Ivoire,2015,Supply per capita (gigajoules),23
384,Côte d’Ivoire,2016,Supply per capita (gigajoules),19
384,Côte d’Ivoire,2017,Supply per capita (gigajoules),19
384,Côte d’Ivoire,2018,Supply per capita (gigajoules),17
191,Croatia,1995,Primary energy production (petajoules),209
191,Croatia,2000,Primary energy production (petajoules),178
191,Croatia,2005,Primary energy production (petajoules),199
191,Croatia,2010,Primary energy production (petajoules),215
191,Croatia,2015,Primary energy production (petajoules),184
191,Croatia,2016,Primary energy production (petajoules),185
191,Croatia,2017,Primary energy production (petajoules),176
191,Croatia,2018,Primary energy production (petajoules),175
191,Croatia,1995,Net imports [Imports - Exports - Bunkers] (petajoules),115
191,Croatia,2000,Net imports [Imports - Exports - Bunkers] (petajoules),166
191,Croatia,2005,Net imports [Imports - Exports - Bunkers] (petajoules),212
191,Croatia,2010,Net imports [Imports - Exports - Bunkers] (petajoules),180
191,Croatia,2015,Net imports [Imports - Exports - Bunkers] (petajoules),168
191,Croatia,2016,Net imports [Imports - Exports - Bunkers] (petajoules),169
191,Croatia,2017,Net imports [Imports - Exports - Bunkers] (petajoules),192
191,Croatia,2018,Net imports [Imports - Exports - Bunkers] (petajoules),183
191,Croatia,1995,Changes in stocks (petajoules),-2
191,Croatia,2000,Changes in stocks (petajoules),-4
191,Croatia,2005,Changes in stocks (petajoules),4
191,Croatia,2010,Changes in stocks (petajoules),5
191,Croatia,2015,Changes in stocks (petajoules),2
191,Croatia,2016,Changes in stocks (petajoules),1
